drug1,drug2,classes,source_line,mechanism,source_file_id
D07338,D06951,P,175,unclassified,d0114
D07338,D06953,P,176,unclassified,d0114
D07338,D06955,P,177,unclassified,d0114
D07338,D06956,P,178,unclassified,d0114
D07338,D06987,P,179,unclassified,d0114
D07338,D06994,P,180,unclassified,d0114
D07338,D07041,P,181,unclassified,d0114
D07338,D07042,P,182,unclassified,d0114
D07338,D07043,P,183,unclassified,d0114
D07338,D07044,P,184,unclassified,d0114
D07338,D07045,P,185,unclassified,d0114
D07338,D07048,P,186,unclassified,d0114
D07338,D07080,P,187,unclassified,d0114
D07338,D07132,P,188,unclassified,d0114
D07338,D07583,P,189,unclassified,d0114
D07338,D08080,P,190,unclassified,d0114
D07338,D08575,CI,191,unclassified,d0114
D07338,D08695,P,192,unclassified,d0114
D07338,D08769,P,193,unclassified,d0114
D07338,D08897,P,194,unclassified,d0114
D07338,D08923,P,195,unclassified,d0114
D07338,D09186,P,196,unclassified,d0114
D07338,D09319,P,197,unclassified,d0114
D07338,D09566,P,198,unclassified,d0114
D07338,D09592,P,199,unclassified,d0114
D07338,D09727,P,200,unclassified,d0114
D07338,D09744,P,201,unclassified,d0114
D07338,D09753,P,202,unclassified,d0114
D07338,D09756,P,203,unclassified,d0114
D07338,D09763,P,204,unclassified,d0114
D07338,D09780,P,205,unclassified,d0114
D07338,D09848,P,206,unclassified,d0114
D07338,D09889,P,207,unclassified,d0114
D07338,D09978,P,208,unclassified,d0114
D07338,D09999,CI,209,unclassified,d0114
D07338,D10159,P,210,unclassified,d0114
D07338,D10160,P,211,unclassified,d0114
D07338,D10179,P,212,unclassified,d0114
D07338,D10185,CI,213,unclassified,d0114
D07338,D10191,CI,214,Target: MAOB / Enzyme-Target: MAOA,d0114
D07338,D10195,P,215,unclassified,d0114
D07338,D10200,P,216,unclassified,d0114
D07338,D10253,P,217,unclassified,d0114
D07338,D10298,P,218,unclassified,d0114
D07338,D10317,P,219,unclassified,d0114
D07338,D10424,P,220,unclassified,d0114
D07338,D10459,P,221,unclassified,d0114
D07338,D10505,P,222,unclassified,d0114
D07338,D10570,P,223,unclassified,d0114
D07338,D10588,P,224,unclassified,d0114
D07338,D10743,P,225,unclassified,d0114
D07338,D10744,P,226,unclassified,d0114
D07338,D10854,P,227,unclassified,d0114
D07338,D10897,P,228,unclassified,d0114
D07338,D10967,P,229,unclassified,d0114
D07338,D10999,P,230,unclassified,d0114
D07338,D11034,P,231,unclassified,d0114
D07338,D11064,P,232,unclassified,d0114
D07338,D11109,P,233,unclassified,d0114
D07338,D11290,P,234,unclassified,d0114
D07338,D11567,P,235,unclassified,d0114
D07338,D11807,P,236,unclassified,d0114
D07338,D11861,P,237,unclassified,d0114
D07338,D11862,P,238,unclassified,d0114
D07338,D12358,P,239,unclassified,d0114
D07338,D12437,P,240,unclassified,d0114
D07338,D13245,P,241,unclassified,d0114
D07704,D00076,P,1,unclassified,d0051
D07704,D00095,P,2,unclassified,d0051
D07704,D00109,P,3,unclassified,d0051
D07704,D00126,P,4,unclassified,d0051
D07704,D00132,P,5,unclassified,d0051
D07704,D00211,P,6,CYP induction: CYP3A4 / Transporter induction: ABCB1,d0051
D07704,D00228,P,7,Enzyme: CYP2D6 / Target: SLC6A4,d0051
D07704,D00252,P,8,Enzyme: CYP3A4 / CYP induction: CYP3A4 / Transporter induction: ABCB1,d0051
D07704,D00255,P,9,Enzyme: CYP2D6 CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D00276,P,10,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D00292,P,11,Enzyme: CYP3A4 / CYP induction: CYP3A4,d0051
D07704,D00293,P,12,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0051
D07704,D00295,P,13,CYP inhibition: CYP2D6 CYP3A4,d0051
D07704,D00311,P,14,unclassified,d0051
D07704,D00320,P,15,Enzyme: CYP3A4,d0051
D07704,D00415,P,16,unclassified,d0051
D07704,D00420,P,17,unclassified,d0051
D07704,D00435,P,18,Enzyme: CYP3A4 CYP2D6,d0051
D07704,D00451,P,19,unclassified,d0051
D07704,D00506,P,20,unclassified,d0051
D07704,D00512,P,21,Transporter induction: ABCB1,d0051
D07704,D00550,P,22,Enzyme: CYP3A4,d0051
D07704,D00563,P,23,Enzyme: CYP2D6 CYP3A4,d0051
D07704,D00601,P,24,Enzyme: CYP2D6,d0051
D07704,D00603,P,25,Enzyme: CYP2D6,d0051
D07704,D00605,P,26,unclassified,d0051
D07704,D00619,P,27,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D00636,P,28,Enzyme: CYP3A4,d0051
D07704,D00674,P,29,Enzyme: CYP2D6 CYP3A4,d0051
D07704,D00675,P,30,unclassified,d0051
D07704,D00676,P,31,unclassified,d0051
D07704,D00677,P,32,Enzyme: CYP3A4,d0051
D07704,D00678,P,33,Enzyme: CYP2D6 CYP3A4,d0051
D07704,D00701,P,34,unclassified,d0051
D07704,D00754,P,35,unclassified,d0051
D07704,D00769,P,36,CYP inhibition: CYP2C19,d0051
D07704,D00785,CI,37,Enzyme: CYP2D6 CYP3A4,d0051
D07704,D00801,P,38,unclassified,d0051
D07704,D00809,P,39,Enzyme: CYP2D6 CYP3A4 / Target: SLC6A4 / CYP inhibition: CYP2C19,d0051
D07704,D00811,P,40,Enzyme: CYP2D6 CYP3A4 / Target: SLC6A4 / CYP inhibition: CYP2C19,d0051
D07704,D00815,P,41,Enzyme: CYP2D6 CYP3A4 / Target: SLC6A4 / CYP inhibition: CYP2C19,d0051
D07704,D00818,P,42,Enzyme: CYP2D6,d0051
D07704,D00820,P,43,Enzyme: CYP3A4 CYP2D6 / Target: SLC6A4,d0051
D07704,D00821,P,44,Enzyme: CYP2D6 / Target: SLC6A4,d0051
D07704,D00824,P,45,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP3A4,d0051
D07704,D00831,P,46,unclassified,d0051
D07704,D00848,P,47,Enzyme: CYP2D6,d0051
D07704,D00904,P,48,unclassified,d0051
D07704,D00947,P,49,unclassified,d0051
D07704,D00961,P,50,CYP inhibition: CYP3A4,d0051
D07704,D00966,P,51,Enzyme: CYP2D6 CYP3A4,d0051
D07704,D00969,P,52,unclassified,d0051
D07704,D01028,P,53,CYP inhibition: CYP2D6,d0051
D07704,D01179,P,54,Target: SLC6A4 / CYP inhibition: CYP2D6,d0051
D07704,D01253,P,55,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0051
D07704,D01280,P,56,unclassified,d0051
D07704,D01296,P,57,unclassified,d0051
D07704,D01355,P,58,Enzyme: CYP2D6 CYP3A4,d0051
D07704,D01383,P,59,unclassified,d0051
D07704,D01399,P,60,Enzyme: CYP3A4,d0051
D07704,D01896,P,61,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0051
D07704,D01973,P,62,Enzyme: CYP3A4,d0051
D07704,D01992,P,63,unclassified,d0051
D07704,D02102,P,64,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2C19 / CYP induction: CYP3A4,d0051
D07704,D02103,P,65,Transporter induction: ABCB1,d0051
D07704,D02106,P,66,unclassified,d0051
D07704,D02234,P,67,unclassified,d0051
D07704,D02235,P,68,unclassified,d0051
D07704,D02260,P,69,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0051
D07704,D02372,P,70,unclassified,d0051
D07704,D02484,P,71,unclassified,d0051
D07704,D02562,CI,72,unclassified,d0051
D07704,D02567,P,73,Enzyme: CYP3A4 CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP2C19,d0051
D07704,D02691,P,74,unclassified,d0051
D07704,D02732,P,75,Enzyme: CYP3A4,d0051
D07704,D02968,P,76,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / CYP induction: CYP3A4,d0051
D07704,D03106,P,77,unclassified,d0051
D07704,D03658,P,78,Enzyme: CYP3A4,d0051
D07704,D03669,P,79,CYP induction: CYP3A4,d0051
D07704,D03855,P,80,unclassified,d0051
D07704,D03960,P,81,unclassified,d0051
D07704,D04024,P,82,Enzyme: CYP3A4,d0051
D07704,D04052,P,83,Enzyme: CYP3A4,d0051
D07704,D04148,P,84,Enzyme: CYP2D6 CYP3A4 / Target: SLC6A4 / CYP inhibition: CYP2C19,d0051
D07704,D04340,P,85,Enzyme: CYP2D6 CYP3A4,d0051
D07704,D04641,P,86,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D04666,P,87,unclassified,d0051
D07704,D04747,P,88,unclassified,d0051
D07704,D04768,P,89,Transporter inhibition: ABCB1,d0051
D07704,D05775,P,90,unclassified,d0051
D07704,D05928,P,91,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 CYP2D6 CYP2C19,d0051
D07704,D06405,P,92,Enzyme: CYP3A4,d0051
D07704,D06407,P,93,Enzyme: CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D06413,P,94,Enzyme: CYP3A4,d0051
D07704,D06414,P,95,Enzyme: CYP3A4,d0051
D07704,D06597,P,96,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / CYP induction: CYP3A4,d0051
D07704,D07082,P,97,unclassified,d0051
D07704,D07086,P,98,Enzyme: CYP3A4,d0051
D07704,D07505,P,99,unclassified,d0051
D07704,D07583,P,100,Transporter induction: ABCB1,d0051
D07704,D07595,P,101,CYP induction: CYP3A4 / Transporter induction: ABCB1,d0051
D07704,D08493,P,102,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2C19,d0051
D07704,D09535,P,103,Enzyme: CYP3A4 / CYP inhibition: CYP2D6 / Transporter inhibition: ABCB1,d0051
D07704,D09546,P,104,unclassified,d0051
D07704,D09638,P,105,Enzyme: CYP3A4,d0051
D07704,D09686,P,106,unclassified,d0051
D07704,D09701,P,107,Enzyme: CYP3A4,d0051
D07704,D09731,P,108,Enzyme: CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D09799,P,109,CYP inhibition: CYP3A4,d0051
D07704,D09815,P,110,unclassified,d0051
D07704,D09894,P,111,Enzyme: CYP2D6,d0051
D07704,D09996,P,112,CYP induction: CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D09999,P,113,Enzyme: CYP3A4 CYP2D6,d0051
D07704,D10003,P,114,CYP induction: CYP3A4 CYP2D6,d0051
D07704,D10014,P,115,unclassified,d0051
D07704,D10104,P,116,Enzyme: CYP3A4 / CYP induction: CYP3A4,d0051
D07704,D10127,P,117,unclassified,d0051
D07704,D10161,P,118,unclassified,d0051
D07704,D10185,P,119,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19,d0051
D07704,D10191,CI,120,unclassified,d0051
D07704,D10218,P,121,unclassified,d0051
D07704,D10298,P,122,unclassified,d0051
D07704,D10372,P,123,unclassified,d0051
D07704,D10424,P,124,unclassified,d0051
D07704,D10466,P,125,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2C19,d0051
D07704,D10512,P,126,Enzyme: CYP3A4 CYP2D6,d0051
D07704,D10513,P,127,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0051
D07704,D10527,P,128,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0051
D07704,D10537,P,129,unclassified,d0051
D07704,D10551,P,130,unclassified,d0051
D07704,D10564,P,131,unclassified,d0051
D07704,D10566,P,132,unclassified,d0051
D07704,D10569,P,133,unclassified,d0051
D07704,D10633,P,134,Enzyme: CYP3A4,d0051
D07704,D10643,P,135,Transporter inhibition: ABCB1,d0051
D07704,D10679,P,136,unclassified,d0051
D07704,D10762,P,137,unclassified,d0051
D07704,D10766,P,138,unclassified,d0051
D07704,D10774,P,139,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2C19,d0051
D07704,D10775,P,140,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2C19 CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D10793,P,141,unclassified,d0051
D07704,D10801,P,142,unclassified,d0051
D07704,D10891,P,143,Enzyme: CYP3A4,d0051
D07704,D10926,P,144,Enzyme: CYP3A4,d0051
D07704,D10927,P,145,Enzyme: CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D10990,P,146,unclassified,d0051
D07704,D10999,P,147,Enzyme: CYP3A4,d0051
D07704,D11012,P,148,Transporter induction: ABCB1,d0051
D07704,D11027,P,149,unclassified,d0051
D07704,D11040,P,150,Enzyme: CYP3A4 / CYP induction: CYP3A4 / Transporter induction: ABCB1,d0051
D07704,D11053,P,151,Enzyme: CYP3A4,d0051
D07704,D11073,P,152,Enzyme: CYP3A4,d0051
D07704,D11090,P,153,unclassified,d0051
D07704,D11138,P,154,unclassified,d0051
D07704,D11194,P,155,unclassified,d0051
D07704,D11296,P,156,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0051
D07704,D11370,P,157,unclassified,d0051
D07704,D11371,P,158,unclassified,d0051
D07704,D11400,P,159,CYP inhibition: CYP2C19,d0051
D07704,D11404,P,160,Enzyme: CYP3A4,d0051
D07704,D11422,P,161,unclassified,d0051
D07704,D11454,P,162,Enzyme: CYP3A4,d0051
D07704,D11485,P,163,unclassified,d0051
D07704,D11557,P,164,CYP induction: CYP3A4,d0051
D07704,D11641,P,165,unclassified,d0051
D07704,D11662,P,166,unclassified,d0051
D07704,D11674,P,167,CYP inhibition: CYP2D6 CYP3A4,d0051
D07704,D11708,P,168,unclassified,d0051
D07704,D11713,P,169,Enzyme: CYP3A4,d0051
D07704,D11804,P,170,unclassified,d0051
D07704,D11816,P,171,Enzyme: CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D11835,P,172,Enzyme: CYP2D6 / CYP inhibition: CYP2C19,d0051
D07704,D11873,P,173,unclassified,d0051
D07704,D11887,P,174,unclassified,d0051
D07704,D11920,P,175,unclassified,d0051
D07704,D11954,P,176,CYP inhibition: CYP2C19,d0051
D07704,D11970,P,177,unclassified,d0051
D07704,D12049,P,178,unclassified,d0051
D07704,D12050,P,179,Enzyme: CYP3A4 / Transporter inhibition: ABCB1,d0051
D07704,D12055,P,180,unclassified,d0051
D07704,D12217,P,181,Enzyme: CYP3A4,d0051
D07704,D12245,P,182,Enzyme: CYP3A4,d0051
D07704,D12252,P,183,CYP induction: CYP3A4,d0051
D07704,D12265,P,184,CYP inhibition: CYP2C19,d0051
D07704,D12285,P,185,Enzyme: CYP3A4,d0051
D07704,D12364,P,186,unclassified,d0051
D07704,D12442,P,187,unclassified,d0051
D07704,D12444,P,188,Enzyme: CYP3A4,d0051
D07704,D12586,P,189,unclassified,d0051
D07704,D12837,P,190,unclassified,d0051
D07704,D12879,P,191,unclassified,d0051
D07705,D00076,P,1,unclassified,d0053
D07705,D00095,P,2,unclassified,d0053
D07705,D00109,P,3,unclassified,d0053
D07705,D00126,P,4,unclassified,d0053
D07705,D00132,P,5,unclassified,d0053
D07705,D00211,P,6,CYP induction: CYP3A4 / Transporter induction: ABCB1,d0053
D07705,D00228,P,7,Enzyme: CYP2D6 / Target: SLC6A4,d0053
D07705,D00252,P,8,Enzyme: CYP3A4 / CYP induction: CYP3A4 / Transporter induction: ABCB1,d0053
D07705,D00255,P,9,Enzyme: CYP2D6 CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D00276,P,10,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D00292,P,11,Enzyme: CYP3A4 / CYP induction: CYP3A4,d0053
D07705,D00293,P,12,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0053
D07705,D00295,P,13,CYP inhibition: CYP2D6 CYP3A4,d0053
D07705,D00311,P,14,unclassified,d0053
D07705,D00320,P,15,Enzyme: CYP3A4,d0053
D07705,D00415,P,16,unclassified,d0053
D07705,D00420,P,17,unclassified,d0053
D07705,D00435,P,18,Enzyme: CYP3A4 CYP2D6,d0053
D07705,D00451,P,19,unclassified,d0053
D07705,D00506,P,20,unclassified,d0053
D07705,D00512,P,21,Transporter induction: ABCB1,d0053
D07705,D00550,P,22,Enzyme: CYP3A4,d0053
D07705,D00563,P,23,Enzyme: CYP2D6 CYP3A4,d0053
D07705,D00601,P,24,Enzyme: CYP2D6,d0053
D07705,D00603,P,25,Enzyme: CYP2D6,d0053
D07705,D00605,P,26,unclassified,d0053
D07705,D00619,P,27,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D00636,P,28,Enzyme: CYP3A4,d0053
D07705,D00674,P,29,Enzyme: CYP2D6 CYP3A4,d0053
D07705,D00675,P,30,unclassified,d0053
D07705,D00676,P,31,unclassified,d0053
D07705,D00677,P,32,Enzyme: CYP3A4,d0053
D07705,D00678,P,33,Enzyme: CYP2D6 CYP3A4,d0053
D07705,D00701,P,34,unclassified,d0053
D07705,D00754,P,35,unclassified,d0053
D07705,D00769,P,36,CYP inhibition: CYP2C19,d0053
D07705,D00785,CI,37,Enzyme: CYP2D6 CYP3A4,d0053
D07705,D00801,P,38,unclassified,d0053
D07705,D00809,P,39,Enzyme: CYP2D6 CYP3A4 / Target: SLC6A4 / CYP inhibition: CYP2C19,d0053
D07705,D00811,P,40,Enzyme: CYP2D6 CYP3A4 / Target: SLC6A4 / CYP inhibition: CYP2C19,d0053
D07705,D00815,P,41,Enzyme: CYP2D6 CYP3A4 / Target: SLC6A4 / CYP inhibition: CYP2C19,d0053
D07705,D00818,P,42,Enzyme: CYP2D6,d0053
D07705,D00820,P,43,Enzyme: CYP3A4 CYP2D6 / Target: SLC6A4,d0053
D07705,D00821,P,44,Enzyme: CYP2D6 / Target: SLC6A4,d0053
D07705,D00824,P,45,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP3A4,d0053
D07705,D00831,P,46,unclassified,d0053
D07705,D00848,P,47,Enzyme: CYP2D6,d0053
D07705,D00904,P,48,unclassified,d0053
D07705,D00947,P,49,unclassified,d0053
D07705,D00961,P,50,CYP inhibition: CYP3A4,d0053
D07705,D00966,P,51,Enzyme: CYP2D6 CYP3A4,d0053
D07705,D00969,P,52,unclassified,d0053
D07705,D01028,P,53,CYP inhibition: CYP2D6,d0053
D07705,D01179,P,54,Target: SLC6A4 / CYP inhibition: CYP2D6,d0053
D07705,D01253,P,55,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0053
D07705,D01280,P,56,unclassified,d0053
D07705,D01296,P,57,unclassified,d0053
D07705,D01355,P,58,Enzyme: CYP2D6 CYP3A4,d0053
D07705,D01383,P,59,unclassified,d0053
D07705,D01399,P,60,Enzyme: CYP3A4,d0053
D07705,D01896,P,61,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0053
D07705,D01973,P,62,Enzyme: CYP3A4,d0053
D07705,D01992,P,63,unclassified,d0053
D07705,D02102,P,64,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2C19 / CYP induction: CYP3A4,d0053
D07705,D02103,P,65,Transporter induction: ABCB1,d0053
D07705,D02106,P,66,unclassified,d0053
D07705,D02234,P,67,unclassified,d0053
D07705,D02235,P,68,unclassified,d0053
D07705,D02260,P,69,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0053
D07705,D02372,P,70,unclassified,d0053
D07705,D02484,P,71,unclassified,d0053
D07705,D02562,CI,72,unclassified,d0053
D07705,D02567,P,73,Enzyme: CYP3A4 CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP2C19,d0053
D07705,D02691,P,74,unclassified,d0053
D07705,D02732,P,75,Enzyme: CYP3A4,d0053
D07705,D02968,P,76,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / CYP induction: CYP3A4,d0053
D07705,D03106,P,77,unclassified,d0053
D07705,D03658,P,78,Enzyme: CYP3A4,d0053
D07705,D03669,P,79,CYP induction: CYP3A4,d0053
D07705,D03855,P,80,unclassified,d0053
D07705,D03960,P,81,unclassified,d0053
D07705,D04024,P,82,Enzyme: CYP3A4,d0053
D07705,D04052,P,83,Enzyme: CYP3A4,d0053
D07705,D04148,P,84,Enzyme: CYP2D6 CYP3A4 / Target: SLC6A4 / CYP inhibition: CYP2C19,d0053
D07705,D04340,P,85,Enzyme: CYP2D6 CYP3A4,d0053
D07705,D04641,P,86,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D04666,P,87,unclassified,d0053
D07705,D04747,P,88,unclassified,d0053
D07705,D04768,P,89,Transporter inhibition: ABCB1,d0053
D07705,D05775,P,90,unclassified,d0053
D07705,D05928,P,91,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 CYP2D6 CYP2C19,d0053
D07705,D06405,P,92,Enzyme: CYP3A4,d0053
D07705,D06407,P,93,Enzyme: CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D06413,P,94,Enzyme: CYP3A4,d0053
D07705,D06414,P,95,Enzyme: CYP3A4,d0053
D07705,D06597,P,96,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / CYP induction: CYP3A4,d0053
D07705,D07082,P,97,unclassified,d0053
D07705,D07086,P,98,Enzyme: CYP3A4,d0053
D07705,D07505,P,99,unclassified,d0053
D07705,D07583,P,100,Transporter induction: ABCB1,d0053
D07705,D07595,P,101,CYP induction: CYP3A4 / Transporter induction: ABCB1,d0053
D07705,D08493,P,102,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2C19,d0053
D07705,D09535,P,103,Enzyme: CYP3A4 / CYP inhibition: CYP2D6 / Transporter inhibition: ABCB1,d0053
D07705,D09546,P,104,unclassified,d0053
D07705,D09638,P,105,Enzyme: CYP3A4,d0053
D07705,D09686,P,106,unclassified,d0053
D07705,D09701,P,107,Enzyme: CYP3A4,d0053
D07705,D09731,P,108,Enzyme: CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D09799,P,109,CYP inhibition: CYP3A4,d0053
D07705,D09815,P,110,unclassified,d0053
D07705,D09894,P,111,Enzyme: CYP2D6,d0053
D07705,D09996,P,112,CYP induction: CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D09999,P,113,Enzyme: CYP3A4 CYP2D6,d0053
D07705,D10003,P,114,CYP induction: CYP3A4 CYP2D6,d0053
D07705,D10014,P,115,unclassified,d0053
D07705,D10104,P,116,Enzyme: CYP3A4 / CYP induction: CYP3A4,d0053
D07705,D10127,P,117,unclassified,d0053
D07705,D10161,P,118,unclassified,d0053
D07705,D10185,P,119,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19,d0053
D07705,D10191,CI,120,unclassified,d0053
D07705,D10218,P,121,unclassified,d0053
D07705,D10298,P,122,unclassified,d0053
D07705,D10372,P,123,unclassified,d0053
D07705,D10424,P,124,unclassified,d0053
D07705,D10466,P,125,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2C19,d0053
D07705,D10512,P,126,Enzyme: CYP3A4 CYP2D6,d0053
D07705,D10513,P,127,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0053
D07705,D10527,P,128,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0053
D07705,D10537,P,129,unclassified,d0053
D07705,D10551,P,130,unclassified,d0053
D07705,D10564,P,131,unclassified,d0053
D07705,D10566,P,132,unclassified,d0053
D07705,D10569,P,133,unclassified,d0053
D07705,D10633,P,134,Enzyme: CYP3A4,d0053
D07705,D10643,P,135,Transporter inhibition: ABCB1,d0053
D07705,D10679,P,136,unclassified,d0053
D07705,D10762,P,137,unclassified,d0053
D07705,D10766,P,138,unclassified,d0053
D07705,D10774,P,139,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2C19,d0053
D07705,D10775,P,140,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2C19 CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D10793,P,141,unclassified,d0053
D07705,D10801,P,142,unclassified,d0053
D07705,D10891,P,143,Enzyme: CYP3A4,d0053
D07705,D10926,P,144,Enzyme: CYP3A4,d0053
D07705,D10927,P,145,Enzyme: CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D10990,P,146,unclassified,d0053
D07705,D10999,P,147,Enzyme: CYP3A4,d0053
D07705,D11012,P,148,Transporter induction: ABCB1,d0053
D07705,D11027,P,149,unclassified,d0053
D07705,D11040,P,150,Enzyme: CYP3A4 / CYP induction: CYP3A4 / Transporter induction: ABCB1,d0053
D07705,D11053,P,151,Enzyme: CYP3A4,d0053
D07705,D11073,P,152,Enzyme: CYP3A4,d0053
D07705,D11090,P,153,unclassified,d0053
D07705,D11138,P,154,unclassified,d0053
D07705,D11194,P,155,unclassified,d0053
D07705,D11296,P,156,Enzyme: CYP3A4 / CYP inhibition: CYP2C19,d0053
D07705,D11370,P,157,unclassified,d0053
D07705,D11371,P,158,unclassified,d0053
D07705,D11400,P,159,CYP inhibition: CYP2C19,d0053
D07705,D11404,P,160,Enzyme: CYP3A4,d0053
D07705,D11422,P,161,unclassified,d0053
D07705,D11454,P,162,Enzyme: CYP3A4,d0053
D07705,D11485,P,163,unclassified,d0053
D07705,D11557,P,164,CYP induction: CYP3A4,d0053
D07705,D11641,P,165,unclassified,d0053
D07705,D11662,P,166,unclassified,d0053
D07705,D11674,P,167,CYP inhibition: CYP2D6 CYP3A4,d0053
D07705,D11708,P,168,unclassified,d0053
D07705,D11713,P,169,Enzyme: CYP3A4,d0053
D07705,D11804,P,170,unclassified,d0053
D07705,D11816,P,171,Enzyme: CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D11835,P,172,Enzyme: CYP2D6 / CYP inhibition: CYP2C19,d0053
D07705,D11873,P,173,unclassified,d0053
D07705,D11887,P,174,unclassified,d0053
D07705,D11920,P,175,unclassified,d0053
D07705,D11954,P,176,CYP inhibition: CYP2C19,d0053
D07705,D11970,P,177,unclassified,d0053
D07705,D12049,P,178,unclassified,d0053
D07705,D12050,P,179,Enzyme: CYP3A4 / Transporter inhibition: ABCB1,d0053
D07705,D12055,P,180,unclassified,d0053
D07705,D12217,P,181,Enzyme: CYP3A4,d0053
D07705,D12245,P,182,Enzyme: CYP3A4,d0053
D07705,D12252,P,183,CYP induction: CYP3A4,d0053
D07705,D12265,P,184,CYP inhibition: CYP2C19,d0053
D07705,D12285,P,185,Enzyme: CYP3A4,d0053
D07705,D12364,P,186,unclassified,d0053
D07705,D12442,P,187,unclassified,d0053
D07705,D12444,P,188,Enzyme: CYP3A4,d0053
D07705,D12586,P,189,unclassified,d0053
D07705,D12837,P,190,unclassified,d0053
D07705,D12879,P,191,unclassified,d0053
D07913,D00076,P,1,unclassified,d0064
D07913,D00095,P,2,unclassified,d0064
D07913,D00109,P,3,unclassified,d0064
D07913,D00126,P,4,unclassified,d0064
D07913,D00132,P,5,unclassified,d0064
D07913,D00136,P,6,Enzyme: CYP2D6 CYP3A4 / CYP inhibition: CYP2D6,d0064
D07913,D00211,P,7,CYP induction: CYP3A4,d0064
D07913,D00228,P,8,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0064
D07913,D00252,P,9,Enzyme: CYP3A4 / CYP induction: CYP3A4,d0064
D07913,D00255,P,10,Enzyme: CYP2D6 CYP3A4 / CYP inhibition: CYP2D6,d0064
D07913,D00292,P,11,Enzyme: CYP3A4 / CYP induction: CYP3A4,d0064
D07913,D00293,P,12,Enzyme: CYP2C19 CYP3A4,d0064
D07913,D00295,P,13,CYP inhibition: CYP2D6 CYP3A4,d0064
D07913,D00311,P,14,unclassified,d0064
D07913,D00320,P,15,Enzyme: CYP3A4,d0064
